NASA_WAL,GEO3,Request,2020-01-01T12:54:59.000
NASA_PON,GEO3,Request,2020-01-01T12:54:59.000
NASA_KEN,GEO3,Request,2020-01-01T12:54:59.000
SSC_HI,GEO2,Request,2020-01-01T12:54:59.000
SANSA_SA,GEO1,Request,2020-01-01T12:54:59.000
KSAT_MAL,GEO1,Request,2020-01-01T12:54:59.000
SSC_AK,GEO2,Request,2020-01-01T13:08:29.000
NASA_AK,GEO2,Request,2020-01-01T13:08:29.000
NASA_NM,GEO3,Request,2020-01-01T13:08:29.000
SSC_CHI,GEO3,Request,2020-01-01T13:08:29.000
NASA_WAL,GEO3,Request,2020-01-01T13:08:29.000
NASA_PON,GEO3,Request,2020-01-01T13:08:29.000
NASA_KEN,GEO3,Request,2020-01-01T13:08:29.000
SSC_HI,GEO2,Request,2020-01-01T13:08:29.000
SANSA_SA,GEO1,Request,2020-01-01T13:08:29.000
KSAT_MAL,GEO1,Request,2020-01-01T13:08:29.000
SAT2,SSC_CHI,Measurement,2020-01-01T13:11:57.000
SAT1,SANSA_SA,Measurement,2020-01-01T13:21:23.000
SAT3,SSC_CHI,Measurement,2020-01-01T13:23:41.000
SAT2,SANSA_SA,Measurement,2020-01-01T13:34:42.000
SSC_AK,GEO2,Request,2020-01-01T14:29:44.000
NASA_AK,GEO2,Request,2020-01-01T14:29:44.000
SSC_CHI,GEO3,Request,2020-01-01T14:29:44.000
NASA_WAL,GEO3,Request,2020-01-01T14:29:44.000
NASA_PON,GEO3,Request,2020-01-01T14:29:44.000
NASA_KEN,GEO3,Request,2020-01-01T14:29:44.000
SSC_HI,GEO2,Request,2020-01-01T14:29:44.000
SANSA_SA,GEO1,Request,2020-01-01T14:29:44.000
KSAT_MAL,GEO1,Request,2020-01-01T14:29:44.000
SSC_AK,GEO2,Request,2020-01-01T14:46:41.000
NASA_AK,GEO2,Request,2020-01-01T14:46:41.000
SSC_CHI,GEO3,Request,2020-01-01T14:46:41.000
NASA_WAL,GEO3,Request,2020-01-01T14:46:41.000
NASA_PON,GEO3,Request,2020-01-01T14:46:41.000
NASA_KEN,GEO3,Request,2020-01-01T14:46:41.000
SSC_HI,GEO2,Request,2020-01-01T14:46:41.000
SANSA_SA,GEO1,Request,2020-01-01T14:46:41.000
KSAT_MAL,GEO1,Request,2020-01-01T14:46:41.000
SSC_AK,GEO2,Request,2020-01-01T14:49:20.000
NASA_AK,GEO2,Request,2020-01-01T14:49:20.000
SSC_CHI,GEO3,Request,2020-01-01T14:49:20.000
NASA_WAL,GEO3,Request,2020-01-01T14:49:20.000
NASA_PON,GEO3,Request,2020-01-01T14:49:20.000
NASA_KEN,GEO3,Request,2020-01-01T14:49:20.000
SSC_HI,GEO2,Request,2020-01-01T14:49:20.000
SANSA_SA,GEO1,Request,2020-01-01T14:49:20.000
KSAT_MAL,GEO1,Request,2020-01-01T14:49:20.000
SSC_AK,GEO2,Request,2020-01-01T15:02:04.000
NASA_AK,GEO2,Request,2020-01-01T15:02:04.000
SSC_CHI,GEO3,Request,2020-01-01T15:02:04.000
NASA_WAL,GEO3,Request,2020-01-01T15:02:04.000
NASA_PON,GEO3,Request,2020-01-01T15:02:04.000
NASA_KEN,GEO3,Request,2020-01-01T15:02:04.000
SSC_HI,GEO2,Request,2020-01-01T15:02:04.000
SANSA_SA,GEO1,Request,2020-01-01T15:02:04.000
KSAT_MAL,GEO1,Request,2020-01-01T15:02:04.000
SSC_AK,GEO2,Request,2020-01-01T15:44:25.000
NASA_AK,GEO2,Request,2020-01-01T15:44:25.000
SSC_CHI,GEO3,Request,2020-01-01T15:44:25.000
NASA_WAL,GEO3,Request,2020-01-01T15:44:25.000
NASA_PON,GEO3,Request,2020-01-01T15:44:25.000
NASA_KEN,GEO3,Request,2020-01-01T15:44:25.000
SSC_HI,GEO2,Request,2020-01-01T15:44:25.000
SANSA_SA,GEO1,Request,2020-01-01T15:44:25.000
KSAT_MAL,GEO1,Request,2020-01-01T15:44:25.000
SAT3,SSC_CHI,Measurement,2020-01-01T16:44:45.000
SSC_AK,GEO2,Request,2020-01-01T16:54:22.000
NASA_AK,GEO2,Request,2020-01-01T16:54:22.000
SSC_CHI,GEO3,Request,2020-01-01T16:54:22.000
NASA_WAL,GEO3,Request,2020-01-01T16:54:22.000
NASA_PON,GEO3,Request,2020-01-01T16:54:22.000
NASA_KEN,GEO3,Request,2020-01-01T16:54:22.000
SSC_HI,GEO2,Request,2020-01-01T16:54:22.000
SANSA_SA,GEO1,Request,2020-01-01T16:54:22.000
KSAT_MAL,GEO1,Request,2020-01-01T16:54:22.000
SSC_AK,GEO2,Request,2020-01-01T17:16:16.000
NASA_AK,GEO2,Request,2020-01-01T17:16:16.000
SSC_CHI,GEO3,Request,2020-01-01T17:16:16.000
NASA_WAL,GEO3,Request,2020-01-01T17:16:16.000
NASA_PON,GEO3,Request,2020-01-01T17:16:16.000
NASA_KEN,GEO3,Request,2020-01-01T17:16:16.000
SSC_HI,GEO2,Request,2020-01-01T17:16:16.000
SANSA_SA,GEO1,Request,2020-01-01T17:16:16.000
KSAT_MAL,GEO1,Request,2020-01-01T17:16:16.000
SSC_AK,GEO2,Request,2020-01-01T18:22:32.000
NASA_AK,GEO2,Request,2020-01-01T18:22:32.000
SSC_CHI,GEO3,Request,2020-01-01T18:22:32.000
NASA_WAL,GEO3,Request,2020-01-01T18:22:32.000
NASA_PON,GEO3,Request,2020-01-01T18:22:32.000
NASA_KEN,GEO3,Request,2020-01-01T18:22:32.000
SSC_HI,GEO2,Request,2020-01-01T18:22:32.000
KSAT_MAL,GEO1,Request,2020-01-01T18:22:32.000
SAT1,SSC_CHI,Measurement,2020-01-01T19:37:51.000
SAT2,SSC_CHI,Measurement,2020-01-01T19:51:42.000
SAT3,SSC_CHI,Measurement,2020-01-01T20:03:03.000
SSC_AK,GEO2,Request,2020-01-01T20:45:52.000
NASA_AK,GEO2,Request,2020-01-01T20:45:52.000
SSC_CHI,GEO3,Request,2020-01-01T20:45:52.000
NASA_WAL,GEO3,Request,2020-01-01T20:45:52.000
SSC_HI,GEO2,Request,2020-01-01T20:45:52.000
KSAT_MAL,GEO1,Request,2020-01-01T20:45:52.000
SAT2,KSAT_MAL,Measurement,2020-01-01T20:47:29.000
SSC_AK,GEO2,Request,2020-01-01T20:49:18.000
NASA_AK,GEO2,Request,2020-01-01T20:49:18.000
SSC_CHI,GEO3,Request,2020-01-01T20:49:18.000
NASA_WAL,GEO3,Request,2020-01-01T20:49:18.000
SSC_HI,GEO2,Request,2020-01-01T20:49:18.000
KSAT_MAL,GEO1,Request,2020-01-01T20:49:18.000
SSC_AK,GEO2,Request,2020-01-01T22:06:18.000
NASA_AK,GEO2,Request,2020-01-01T22:06:18.000
SSC_CHI,GEO3,Request,2020-01-01T22:06:18.000
SSC_HI,GEO2,Request,2020-01-01T22:06:18.000
KSAT_MAL,GEO1,Request,2020-01-01T22:06:18.000
SAT1,KSAT_MAL,Measurement,2020-01-01T22:11:08.000
SSC_AK,GEO2,Request,2020-01-01T22:13:43.000
NASA_AK,GEO2,Request,2020-01-01T22:13:43.000
SSC_CHI,GEO3,Request,2020-01-01T22:13:43.000
SSC_HI,GEO2,Request,2020-01-01T22:13:43.000
KSAT_MAL,GEO1,Request,2020-01-01T22:13:43.000
SSC_AK,GEO2,Request,2020-01-01T22:16:52.000
NASA_AK,GEO2,Request,2020-01-01T22:16:52.000
SSC_CHI,GEO3,Request,2020-01-01T22:16:52.000
SSC_HI,GEO2,Request,2020-01-01T22:16:52.000
KSAT_MAL,GEO1,Request,2020-01-01T22:16:52.000
SSC_AK,GEO2,Request,2020-01-01T22:50:02.000
NASA_AK,GEO2,Request,2020-01-01T22:50:02.000
SSC_HI,GEO2,Request,2020-01-01T22:50:02.000
KSAT_MAL,GEO1,Request,2020-01-01T22:50:02.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_SWE,GEO3,Request,2020-01-01T22:57:25.000
SSC_AK,GEO2,Request,2020-01-01T23:39:32.000
SSC_SWE,GEO3,Request,2020-01-01T23:39:32.000
NASA_AK,GEO2,Request,2020-01-01T23:39:32.000
SSC_HI,GEO2,Request,2020-01-01T23:39:32.000
KSAT_MAL,GEO1,Request,2020-01-01T23:39:32.000
SAT1,SSC_AUS,Measurement,2020-01-01T23:58:13.000
